expver,time,tp
1,2020-07-29 21:00:00,0.0007460024
1,2020-07-29 22:00:00,0.00075575337
1,2020-07-29 23:00:00,0.0008561965
1,2020-07-30 00:00:00,0.0009849183
1,2020-07-30 01:00:00,0.0010161232
1,2020-07-30 02:00:00,0.00130965
1,2020-07-30 03:00:00,0.0011926293
1,2020-07-30 04:00:00,0.00076257996
1,2020-07-31 22:00:00,0.00054706633
1,2020-08-01 12:00:00,0.0009507872
1,2020-08-01 13:00:00,0.0006416589
1,2020-08-01 14:00:00,0.00041639432
1,2020-08-01 15:00:00,0.0011107158
1,2020-08-01 17:00:00,0.0004202947
1,2020-08-02 05:00:00,0.00015895069
1,2020-08-02 07:00:00,0.00023696572
1,2020-08-02 12:00:00,0.0004934333
1,2020-08-03 05:00:00,0.0009390861
1,2020-08-03 11:00:00,0.00058607385
1,2020-08-03 14:00:00,0.0006699376
1,2020-08-03 16:00:00,0.00036276132
1,2020-08-03 21:00:00,0.00038323924
1,2020-08-04 05:00:00,0.0004300475
1,2020-08-04 06:00:00,0.00026134402
1,2020-08-04 10:00:00,0.0002223365
1,2020-08-04 11:00:00,0.0002652444
1,2020-08-04 22:00:00,0.00040664524
1,2020-08-06 05:00:00,0.00015505031
1,2020-08-08 08:00:00,0.00048368052
1,2020-08-08 09:00:00,0.0004573539
1,2020-08-08 10:00:00,0.0017689541
1,2020-08-09 07:00:00,0.00053438917
1,2020-08-09 08:00:00,0.0005655959
1,2020-08-09 09:00:00,0.0005265884
1,2020-08-09 10:00:00,0.0020654052
1,2020-08-09 12:00:00,0.0008493699
1,2020-08-10 06:00:00,0.00032277778
1,2020-08-10 08:00:00,0.00026232004
1,2020-08-10 13:00:00,0.0018684212
1,2020-08-12 00:00:00,0.00020088255
1,2020-08-12 12:00:00,0.0002408661
1,2020-08-12 13:00:00,0.00079183467
1,2020-08-12 18:00:00,0.00011701882
1,2020-08-13 00:00:00,0.00024476647
1,2020-08-13 01:00:00,0.00036080927
1,2020-08-13 03:00:00,0.0007752571
1,2020-08-14 07:00:00,0.00029157475
1,2020-08-14 23:00:00,0.00047393143
1,2020-08-15 07:00:00,0.00027402118
1,2020-08-19 12:00:00,0.0009303093
1,2020-08-20 05:00:00,0.00022623688
1,2020-08-20 12:00:00,0.0008220654
1,2020-08-21 09:00:00,0.0006182566
1,2020-08-21 10:00:00,0.0012833197
1,2020-08-21 11:00:00,0.0026544072
1,2020-08-21 17:00:00,0.0008630231
1,2020-08-21 18:00:00,0.00031790137
1,2020-08-21 19:00:00,0.0013389047
1,2020-08-21 20:00:00,0.0016714372
1,2020-08-21 21:00:00,0.00093615986
1,2020-08-21 22:00:00,0.0007869601
1,2020-08-21 23:00:00,0.000622157
1,2020-08-27 10:00:00,0.00044174865
1,2020-08-27 11:00:00,0.0013398807
1,2020-08-27 12:00:00,0.0008620471
1,2020-08-27 13:00:00,0.00092250854
1,2020-08-27 14:00:00,0.002542263
1,2020-08-27 15:00:00,0.0019688644
1,2020-08-27 16:00:00,0.0019142535
